D_bar,5a18701954208204570dcb8e,5a191ca682c9a804497b7d6d,5a1932ab059ac522ef987ea7,5a1950d504030050aed5ef38,5a19654811ae4222e93bcbb5,5a196870172b442ddd1d0881,5a197a76c988512deb672d77,5a197dd07c73c915f5797cc2,5a1986d282c9a804497b7da5,5a198afc82c9a804497b7da6,5a198cb07c73c915f5797cc5,5a198f20ae845313c72e2c17,5a198fae82c9a804497b7da7,5a19934fb884b12dc5b501ff,5a1993ec11ae4222e93bcbb7,5a1995b8b884b12dc5b50200,5a19964a99ec112dd1215e0e,5a1997ecb0da9122e35a920f,5a1999fe6aa4043eeb298b94,5a199aac99ec112dd1215e0f,5a199bb5c988512deb672d79,5a199bf5c988512deb672d7a,5a199c0b649dcd3edb29ed7a,5a199c0ec988512deb672d7b,5a199c3db884b12dc5b50201,5a199d6204030050aed5ef42,5a199ec16659b21626305b68,5a199f3f99ec112dd1215e10,5a19a0b8ae845313c72e2c18,5a19a1eec988512deb672db9,5a19a27104030050aed5ef44,5a19a29ec988512deb672dba,5a19a2cd99ec112dd1215e11,5a19a35482c9a804497b7da9,5a19a3a199ec112dd1215e12,5a19a48d99ec112dd1215e13,5a19a53311ae4222e93bcbb9,5a19a53c059ac522ef987f06,5a19a545c988512deb672dbb,5a19a549b0da9122e35a9242,5a19a75b649dcd3edb29ed7b,5a19a8f7b0da9122e35a9243,5a19a9106659b21626305bd8,5a19a915649dcd3edb29ed7d,5a19a91654208204570dcbc4,5a19a9b911ae4222e93bcbba,5a19a9e454208204570dcbc5,5a19aa006aa4043eeb298d0d,5a19aa72c988512deb672dbc,5a19aa917c73c915f5797cc6,5a19aaf06aa4043eeb298d0f,5a19ab057c73c915f5797cc7,5a19ab1b6659b21626305d0f,5a19ac1382c9a804497b7e3a,5a19ac3eb0da9122e35a9245,5a19ac52649dcd3edb29ed7f,5a19ac796e5403163f332bf8,5a19acd0172b442ddd1d0884,5a19acd9b884b12dc5b50203,5a19ae366659b21626305d11,5a19aed5ae845313c72e2d20,5a19aef2059ac522ef987f08,5a19aefe04030050aed5ef4a,5a19af076659b21626305d12,5a19af0c99ec112dd1215e15,5a19af6a11ae4222e93bcbbb,5a19afc9172b442ddd1d0885,5a19b0036e5403163f332bfa,5a19b03182c9a804497b7e3b,5a19b08fb0da9122e35a9247,5a19b0d604030050aed5ef4b,5a19b1edae845313c72e2d21,5a19b2b411ae4222e93bcbbc,5a19b2c5ae845313c72e2d22,5a19b2c8c988512deb672dc1,5a19b2e07c73c915f5797cca,5a19b2fb6e5403163f332bfc,5a19b3387c73c915f5797ccb,5a19b36204030050aed5ef4c,5a19b3b5b0da9122e35a9248,5a19b3d754208204570dcbc9,5a19b42882c9a804497b7e3f,5a19b46fb884b12dc5b50205,5a19b47b11ae4222e93bcbbf,5a19b4a6059ac522ef987f0c,5a19b4bc54208204570dcbca,5a19b4dd99ec112dd1215e18,5a19b4e6b0da9122e35a924a,5a19b5016e5403163f332bfd,5a19b51e172b442ddd1d0888,5a19b5c999ec112dd1215e1b,5a19b6226e5403163f332bfe,5a19b63711ae4222e93bcbc0,5a19b6386aa4043eeb298d12,5a19b6506aa4043eeb298d13,5a19b6b811ae4222e93bcbc1,5a19b6c6c988512deb672dc3,5a19b81282c9a804497b7e40,5a19b850b884b12dc5b50206,5a19b857c988512deb672dc4,5a19b87eae845313c72e2d26,5a19b884ae845313c72e2d27,5a19b8d399ec112dd1215e1d,5a19b8e36e5403163f332bff,5a19b92f7c73c915f5797cd0,5a19b93cb884b12dc5b50207,5a19b94b99ec112dd1215e1e,5a19b9746e5403163f332c02,5a19b9a2b0da9122e35a924c,5a19b9c46659b21626305d14,5a19ba3c7c73c915f5797cd1,5a19ba4799ec112dd1215e1f,5a19ba4c04030050aed5ef50,5a19ba4f82c9a804497b7e41,5a19ba4fc988512deb672dc6,5a19ba73059ac522ef987f11,5a19bab0c988512deb672dc7,5a19babc11ae4222e93bcbc3,5a19bafb7c73c915f5797cd2,5a19bb21059ac522ef987f12,5a19bb4054208204570dcbf4,5a19bb4cae845313c72e2d30,5a19bc3354208204570dcbf7,5a19bc4411ae4222e93bcbc4,5a19bc9d6659b21626305d16,5a19bcb304030050aed5ef52,5a19bcfc54208204570dcbf9,5a19bd2004030050aed5ef53,5a19bd466659b21626305d17,5a19bd91ae845313c72e2d31,5a19bdaf6659b21626305d19,5a19bdb854208204570dcbfa,5a19bdf26aa4043eeb298d1e,5a19be1204030050aed5ef54,5a19be4854208204570dcbfb,5a19be6682c9a804497b7e45,5a19bec46659b21626305d1a,5a19bef299ec112dd1215e22,5a19befd99ec112dd1215e23,5a19bf0ec988512deb672dde,5a19bf1811ae4222e93bcbc6,5a19bf3e54208204570dcbfc,5a19bf896e5403163f332c22,5a19bfbe6659b21626305d1b,5a19bfd0b0da9122e35a924f,5a19bfd7b0da9122e35a9250,5a19c03f6659b21626305d1c,5a19c0cdc988512deb672de0,5a19c0d399ec112dd1215e24,5a19c0d754208204570dcbfe,5a19c0deb884b12dc5b5020c,5a19c14db884b12dc5b5020e,5a19c17d99ec112dd1215e27,5a19c181172b442ddd1d08a7,5a19c1b7649dcd3edb29ed8a,5a19c1c67c73c915f5797cd6,5a19c1c7b884b12dc5b50210,5a19c20bc988512deb672de2,5a19c25011ae4222e93bcbc9,5a19c25404030050aed5ef5b,5a19c291649dcd3edb29ed8b,5a19c2ff7c73c915f5797cd7,5a19c30bb884b12dc5b50211,5a19c324c988512deb672de3,5a19c36a54208204570dcbff,5a19c3d2649dcd3edb29ed8c,5a19c403b884b12dc5b50213,5a19c41db884b12dc5b50214,5a19c45cae845313c72e2d32,5a19c495b884b12dc5b50216,5a19c51199ec112dd1215e28,5a19c56804030050aed5ef5d,5a19c5d66e5403163f332c24,5a19c5ebb0da9122e35a9251,5a19c62db884b12dc5b50217,5a19c66404030050aed5ef60,5a19c7bc059ac522ef987f1b,5a19c86eb0da9122e35a9252,5a19c8a8649dcd3edb29ed8d,5a19c8e4ae845313c72e2d33,5a19ca25b884b12dc5b50219,5a19ca6904030050aed5ef63,5a19cadc99ec112dd1215e29,5a19caf054208204570dcc00,5a19cc92ae845313c72e2d34,5a19cccf11ae4222e93bcbd3,5a19ccd26659b21626305d20,5a19cea604030050aed5ef6a,5a19cecb6659b21626305d21,5a19cfab6e5403163f332c28,5a19d0a2059ac522ef987f2c,5a19d146059ac522ef987f2e,5a19d157c988512deb672de8,5a19d19f99ec112dd1215e2b,5a19d20d82c9a804497b7e49,5a19d21099ec112dd1215e2d,5a19d22f649dcd3edb29ed92,5a19d31099ec112dd1215e2e,5a19d33854208204570dcc02,5a19d41911ae4222e93bcbdc,5a19d4a982c9a804497b7e4b,5a19d5f454208204570dcc05,5a19d620b884b12dc5b5022d,5a19d66f059ac522ef987f30,5a19d6f76659b21626305d2b
5a19b94b99ec112dd1215e1e,37,35,36,29,26,37,13,24,34,8,13,13,22,17,31,21,21,40,25,32,26,21,27,37,44,9,35,28,31,31,38,15,40,14,26,31,27,22,36,14,35,24,29,19,23,11,12,21,24,41,42,33,38,35,36,24,5,20,41,32,30,27,30,28,21,36,12,20,20,11,6,30,27,43,8,19,21,13,32,17,30,28,39,36,30,24,4,7,39,22,26,29,23,28,31,16,15,33,20,29,28,9,25,32,11,18,0,28,27,3,22,49,24,8,36,24,17,23,7,22,13,22,28,30,36,14,34,14,18,21,43,24,13,20,19,27,31,23,37,15,21,26,45,27,14,14,23,34,17,27,17,40,29,8,26,25,10,42,24,29,12,20,23,33,21,16,26,24,29,10,21,16,28,39,26,21,25,24,21,7,15,13,20,8,26,33,29,22,17,37,7,23,34,9,25,37,20,28,40,34,33,22,14,21,14
5a19b9746e5403163f332c02,15,18,23,14,29,20,35,7,17,24,25,19,34,16,4,28,21,24,27,26,26,25,15,20,31,31,27,23,18,16,12,31,18,26,21,16,10,26,21,35,18,10,13,30,32,23,19,32,9,15,34,15,25,20,33,17,26,19,26,17,30,10,22,37,7,34,38,27,23,23,27,21,19,17,29,28,10,34,16,26,17,11,13,35,23,7,26,28,24,20,30,35,8,8,24,27,26,42,31,14,11,36,8,12,23,22,28,0,18,25,29,35,6,33,10,5,13,23,29,12,30,21,16,23,10,22,19,21,23,15,21,6,25,24,24,35,40,9,23,24,28,9,31,10,40,35,26,20,14,12,19,19,12,31,9,8,37,15,8,14,34,13,8,7,26,23,7,24,30,22,26,38,25,25,11,19,8,17,25,29,22,24,32,20,17,15,3,15,26,12,33,15,27,35,38,24,16,11,37,26,19,7,25,13,15
5a19b9a2b0da9122e35a924c,31,31,36,19,34,33,31,21,30,19,24,21,33,7,21,30,30,40,22,15,33,14,25,33,46,26,40,31,32,26,29,32,23,25,29,15,23,34,31,33,31,19,19,32,38,22,21,35,14,32,47,29,32,32,41,7,22,4,39,30,38,23,35,43,16,41,32,10,27,22,23,29,25,34,25,29,20,30,22,27,32,24,28,18,31,20,21,24,38,29,37,36,16,22,35,27,28,48,13,27,25,29,21,26,22,11,23,31,0,21,31,50,20,24,27,19,11,31,25,21,24,12,23,32,25,24,34,23,14,12,26,20,24,28,12,37,41,16,38,25,28,22,46,23,34,31,11,28,16,26,17,23,25,20,20,22,30,30,13,19,30,22,17,23,9,23,21,33,35,22,9,31,34,33,16,23,21,20,14,24,17,24,31,20,25,26,20,24,27,27,27,21,40,29,40,38,19,24,42,39,34,16,28,19,13
5a19b9c46659b21626305d14,35,33,33,28,24,35,10,22,32,7,10,10,19,17,29,19,18,37,24,32,24,21,24,35,42,7,32,26,29,30,36,13,39,12,24,30,25,20,34,13,33,23,28,16,21,9,9,18,22,39,39,31,37,33,33,23,2,20,39,30,27,25,27,26,19,33,13,21,17,8,3,28,25,41,5,17,19,10,30,14,28,26,37,36,28,22,2,4,36,19,24,26,21,25,28,13,12,31,21,27,26,11,23,30,8,18,4,26,26,0,20,46,21,11,35,22,16,20,5,20,12,22,26,28,35,11,32,12,17,19,41,21,10,18,19,24,29,21,34,12,18,24,42,25,15,11,23,32,16,25,16,39,27,11,25,23,12,40,23,27,10,18,21,31,21,14,24,22,26,8,21,17,26,37,25,18,23,23,21,5,13,11,17,6,24,31,27,20,15,36,9,21,32,11,23,35,18,26,37,31,30,20,11,19,12
5a19ba3c7c73c915f5797cd1,38,36,35,33,24,38,17,25,35,14,14,13,23,24,33,21,16,38,30,38,24,28,28,38,42,14,30,28,29,34,40,7,44,16,26,36,28,16,39,7,36,27,33,13,15,13,12,15,28,43,37,34,41,35,33,30,9,27,42,32,25,28,25,20,24,35,16,29,18,12,10,32,29,45,13,19,22,17,36,17,28,29,42,44,30,25,9,12,38,19,20,30,25,29,28,17,9,25,29,30,29,14,26,33,12,25,11,29,33,8,0,46,25,17,39,26,22,18,12,23,19,29,31,30,39,13,33,14,25,25,47,25,14,19,27,26,31,25,34,15,22,27,42,28,18,19,30,37,20,26,22,45,30,17,29,26,15,44,28,32,17,20,25,35,29,17,27,20,28,12,29,24,26,42,30,22,26,28,28,12,20,15,21,10,28,35,31,22,17,40,11,25,29,13,20,35,23,29,40,29,31,24,8,23,18
5a19ba4799ec112dd1215e1f,26,25,29,15,26,27,24,15,24,12,17,13,25,3,18,22,21,33,14,18,25,11,18,27,39,20,33,23,25,20,26,25,25,17,21,16,17,25,25,26,25,13,15,25,30,14,13,27,10,29,40,23,26,26,34,10,15,8,32,23,30,17,28,35,10,33,27,14,19,14,16,22,18,31,19,21,13,24,18,19,25,18,26,26,24,14,15,18,31,21,29,28,11,17,28,19,21,40,17,20,19,24,15,21,14,8,17,23,13,15,23,0,14,20,24,13,3,23,19,14,18,9,17,24,23,16,27,15,9,6,28,14,17,20,10,29,33,11,31,17,20,16,39,17,28,25,14,22,8,20,9,25,19,17,14,16,25,29,10,15,23,14,11,20,13,15,15,25,27,14,13,25,26,27,13,15,15,13,11,18,10,16,23,12,18,21,16,16,19,24,22,14,32,24,32,31,11,18,35,32,27,10,20,12,5
5a19ba4c04030050aed5ef50,14,13,18,15,24,15,31,2,12,21,21,15,30,16,9,24,16,21,25,27,21,24,11,15,27,27,23,19,14,14,15,27,23,22,17,19,5,21,19,30,13,9,15,25,27,19,14,27,10,18,30,10,23,15,28,18,23,19,21,12,25,5,18,32,5,29,35,27,18,19,23,17,16,20,26,24,5,31,17,21,13,6,18,36,18,2,22,25,20,15,25,31,7,5,19,24,21,37,30,9,6,32,3,9,19,21,24,22,19,22,25,31,0,30,15,2,12,18,26,7,26,21,14,18,15,18,15,17,21,14,26,1,21,19,23,31,36,7,20,19,24,4,27,5,36,32,26,19,11,8,16,24,7,28,8,3,33,19,10,15,30,8,6,12,26,19,4,19,26,18,26,35,20,24,12,14,3,15,25,25,19,20,28,16,13,15,7,10,22,16,30,12,22,32,33,20,13,6,33,22,15,5,20,10,12
5a19ba4f82c9a804497b7e41,36,34,35,28,26,36,14,24,33,7,13,12,22,16,30,21,21,39,24,30,26,19,26,36,44,10,35,28,31,30,37,17,38,14,26,30,26,23,35,16,34,23,28,20,24,11,12,22,23,40,42,32,37,34,36,22,5,19,40,31,30,26,30,30,20,36,13,18,20,11,6,30,26,42,9,19,21,13,30,17,30,27,38,34,30,23,5,8,38,22,27,28,22,27,31,15,16,34,18,28,28,11,24,31,11,16,7,27,26,4,22,48,23,0,35,23,16,23,8,22,12,21,27,30,35,14,34,14,16,19,41,23,13,20,18,27,31,21,36,15,20,25,45,26,15,15,21,33,16,27,16,39,28,7,25,25,12,41,23,27,13,20,22,32,19,16,25,25,29,10,19,15,28,38,25,20,24,23,19,8,13,13,20,8,26,32,28,22,17,36,9,22,34,10,26,37,19,27,39,34,33,21,15,20,12
5a19ba4fc988512deb672dc6,23,25,29,23,37,27,44,15,24,33,34,28,42,25,10,36,27,26,36,34,33,34,24,28,33,40,29,31,20,25,12,39,20,35,29,22,17,32,31,43,25,20,22,37,38,32,27,39,18,15,36,23,34,27,39,25,35,28,34,25,36,17,25,43,16,41,47,36,31,31,36,30,28,17,38,36,18,43,25,34,20,18,13,43,31,14,34,37,28,26,36,44,17,16,28,36,33,48,39,22,19,45,15,20,31,31,36,34,27,34,37,38,14,42,0,13,23,28,38,20,39,31,25,31,11,31,24,29,32,24,23,14,34,32,33,44,48,18,25,32,36,16,34,17,49,44,35,29,23,17,28,21,19,40,18,16,46,10,17,23,43,21,17,14,35,31,15,30,38,31,35,47,32,35,20,27,15,26,35,38,31,33,41,29,26,25,9,23,34,19,43,24,29,44,45,26,25,18,45,28,21,16,32,22,24
5a19ba73059ac522ef987f11,14,14,20,13,25,16,31,4,13,21,21,15,30,15,8,24,17,23,24,25,22,23,11,17,29,27,24,19,16,13,15,27,22,23,17,17,6,23,18,31,14,7,13,26,28,19,15,28,8,18,32,12,22,16,29,17,23,18,23,14,26,6,20,33,4,30,35,25,19,19,23,17,16,20,26,24,6,31,16,22,15,7,17,35,19,3,22,25,21,16,26,32,5,5,20,24,22,38,29,11,8,32,4,9,19,20,24,22,18,22,25,33,3,30,14,0,11,19,26,8,26,20,13,19,14,18,17,17,21,13,24,3,21,20,22,32,36,6,21,20,24,5,29,6,36,32,25,17,11,9,16,22,8,28,7,5,33,19,8,13,30,9,5,11,25,19,3,21,26,19,25,34,21,23,11,15,4,14,24,25,19,20,28,17,13,13,7,11,22,15,30,12,24,32,34,21,12,7,33,24,17,4,21,10,12
5a19bab0c988512deb672dc7,23,23,26,14,24,24,24,12,21,12,15,11,24,6,16,20,19,31,14,20,22,14,15,25,36,20,30,20,23,18,24,23,25,16,18,17,15,23,23,25,23,10,14,23,28,13,11,25,9,27,37,20,24,23,31,11,15,10,29,20,28,14,25,33,7,30,27,16,17,13,16,19,15,29,18,20,10,23,17,17,22,16,24,28,21,12,14,17,29,18,27,26,9,14,25,18,19,38,20,17,16,24,12,18,13,11,16,20,13,14,21,40,11,21,22,11,0,21,18,12,18,11,14,21,22,14,24,13,11,6,28,11,15,18,12,27,32,8,28,15,19,13,36,15,28,24,16,20,6,17,7,25,16,18,12,13,25,27,9,14,23,11,9,18,16,14,13,22,25,13,16,26,23,25,11,13,13,10,14,18,9,15,22,11,15,19,15,13,18,23,22,11,29,24,30,29,8,16,32,29,24,8,18,9,4
5a19babc11ae4222e93bcbc3,27,24,20,26,19,26,28,13,23,21,18,12,27,23,21,21,4,21,30,36,15,30,18,26,25,24,14,19,12,25,27,18,36,20,17,30,16,10,30,24,24,19,26,17,15,16,11,19,21,30,21,22,33,23,20,28,20,27,30,21,13,16,9,20,15,26,31,33,13,16,20,23,22,32,23,20,11,28,28,18,11,17,30,45,20,13,19,22,23,5,13,30,17,18,11,21,13,25,36,18,17,29,14,22,16,27,21,23,29,19,22,29,13,29,27,14,19,0,23,12,26,28,23,20,27,14,18,14,26,22,38,13,18,14,29,27,32,17,17,16,22,15,25,16,33,29,33,28,16,12,20,36,18,28,20,14,29,31,21,25,27,10,16,25,33,17,16,7,22,16,33,34,12,34,23,16,14,22,30,22,22,18,25,14,19,26,20,12,18,29,26,18,13,28,25,18,18,17,34,13,14,15,12,16,16
5a19bafb7c73c915f5797cd2,31,30,31,23,22,31,14,19,28,3,9,8,18,13,25,17,18,35,20,28,22,17,21,32,40,10,31,23,27,26,33,16,35,10,21,26,21,20,31,16,30,19,24,17,23,7,8,20,18,36,38,27,33,29,32,19,6,16,36,27,27,21,26,28,16,31,17,18,16,7,6,25,21,38,9,16,16,14,26,13,26,23,33,33,25,19,5,8,34,18,24,24,17,22,27,12,13,33,19,24,23,15,19,26,7,14,7,23,22,5,18,44,18,13,31,19,12,19,0,17,9,18,23,25,31,10,29,10,13,15,37,18,9,16,16,23,28,17,32,11,16,20,40,22,19,15,19,28,12,22,12,35,23,11,21,20,16,36,19,23,13,15,17,27,18,11,20,21,24,6,18,17,24,34,21,16,20,19,17,8,9,9,16,5,21,27,24,17,14,32,12,18,31,14,24,33,14,23,35,30,28,16,12,16,8
5a19bb21059ac522ef987f12,19,17,20,15,20,19,26,7,16,15,15,10,24,12,13,19,14,24,20,25,18,20,9,20,30,22,24,15,17,15,21,22,26,17,13,19,9,19,19,25,17,8,15,21,24,14,9,23,10,24,31,15,22,17,26,16,17,16,24,14,23,9,19,29,5,25,29,23,14,13,18,13,10,26,20,19,4,25,17,16,16,10,22,34,15,6,16,19,23,13,23,26,6,10,19,18,17,34,26,12,11,27,7,14,13,17,18,17,17,16,19,34,6,25,19,6,8,16,20,0,21,17,12,15,19,13,18,12,17,11,29,6,16,15,19,26,30,6,22,14,18,8,30,9,31,26,23,18,6,11,11,26,11,23,10,8,27,24,10,14,25,5,6,16,22,13,8,17,21,13,22,29,18,23,12,9,7,11,20,19,14,15,22,11,9,16,12,7,16,20,24,7,23,26,29,22,7,10,28,23,18,5,16,5,7
5a19bb4054208204570dcbf4,28,25,25,22,15,27,18,14,24,10,8,2,17,15,22,10,11,29,22,30,15,21,17,27,33,14,24,18,20,23,29,14,34,10,16,26,17,14,28,17,25,16,22,13,18,6,1,15,17,32,31,23,30,25,25,21,10,20,31,22,20,17,19,23,13,25,22,24,9,6,11,21,18,34,13,10,11,18,25,8,19,18,31,37,20,14,9,12,28,11,18,20,15,18,20,11,9,28,26,19,19,19,15,22,6,18,11,18,23,9,11,37,14,19,28,15,12,13,13,12,0,21,20,20,28,4,23,3,17,16,37,14,8,10,20,17,22,15,26,6,12,16,34,17,24,19,24,26,10,16,12,34,19,18,18,16,20,33,18,22,18,10,14,25,24,8,17,14,18,6,24,23,17,31,20,11,15,17,22,12,12,7,15,4,17,24,21,12,8,29,17,14,24,19,20,26,12,18,30,23,22,13,8,13,8
5a19bb4cae845313c72e2d30,33,33,37,22,33,35,28,23,32,16,23,20,31,8,24,29,29,42,22,19,33,12,26,35,47,24,41,31,34,28,33,30,27,23,29,19,25,33,33,30,33,21,21,31,36,20,20,33,17,36,48,31,34,34,42,11,19,6,40,31,38,25,36,42,17,41,28,6,27,20,20,30,26,38,22,28,21,27,25,26,33,26,31,19,32,22,18,21,40,29,37,35,18,24,36,25,27,46,10,28,27,26,23,29,20,9,20,31,17,18,30,51,22,20,30,21,12,31,22,23,21,0,25,32,29,22,35,22,12,14,30,22,22,28,10,36,40,18,39,24,27,24,47,25,30,28,7,29,17,28,17,28,27,16,22,24,26,34,16,21,27,22,19,26,5,22,23,33,35,20,5,28,34,35,19,24,23,21,12,22,15,22,29,18,26,28,23,24,26,30,23,22,40,25,38,40,19,26,43,40,35,18,26,20,13
5a19bc3354208204570dcbf7,17,20,25,15,31,21,37,9,18,26,27,21,35,17,3,30,23,26,28,26,28,26,17,22,32,32,28,25,19,18,11,33,17,28,23,15,12,28,23,36,20,12,14,32,34,25,21,34,10,14,36,17,26,22,34,17,28,19,28,19,32,11,24,39,9,36,40,27,25,24,29,23,21,16,31,30,12,36,17,27,19,13,11,35,25,9,27,30,25,22,32,37,9,10,25,29,28,44,31,16,13,37,9,14,24,23,29,28,19,27,31,37,8,35,8,7,15,24,31,14,31,22,0,25,8,24,21,23,24,16,20,8,27,26,25,37,42,10,25,25,29,10,33,12,42,37,27,22,16,14,20,17,13,32,11,10,38,13,9,15,36,15,9,6,26,24,8,26,32,24,26,39,27,27,12,20,10,19,26,30,23,26,34,22,19,17,1,17,28,11,35,17,28,37,40,25,17,13,39,28,20,8,27,15,17
5a19bc4411ae4222e93bcbc4,17,19,22,18,30,20,37,8,18,27,27,21,36,20,6,30,21,22,30,30,27,29,17,21,28,33,25,25,15,19,10,32,21,29,23,20,11,26,24,36,19,14,17,31,32,25,21,33,13,13,32,16,28,21,33,21,29,23,27,18,29,10,20,37,10,35,41,31,24,25,29,23,22,15,32,30,11,37,20,27,15,12,13,39,24,8,28,31,22,20,30,38,11,10,23,30,27,42,35,15,12,38,8,14,25,26,30,28,22,28,31,33,7,36,12,7,17,22,32,13,32,26,19,0,11,24,18,23,27,19,24,7,27,25,28,37,42,12,21,25,30,10,29,11,43,38,31,23,17,11,22,21,13,34,13,9,39,14,13,18,36,14,11,11,30,25,8,24,32,25,30,41,25,29,15,21,9,20,29,31,25,26,34,23,19,19,5,16,28,15,36,18,24,38,39,21,19,12,39,24,17,10,26,16,18
5a19bc9d6659b21626305d16,22,25,28,22,36,26,43,14,23,32,33,27,41,24,9,36,27,27,35,32,33,33,23,27,34,39,30,30,21,24,11,38,19,34,28,21,16,32,29,42,25,18,21,37,37,31,26,39,17,14,37,22,33,27,39,23,34,26,33,24,35,16,25,43,15,41,46,34,30,31,35,29,27,16,37,36,17,42,24,33,20,18,12,41,30,14,34,36,28,26,36,43,16,15,28,35,33,48,38,21,18,44,14,20,31,30,36,34,25,33,36,38,13,41,14,12,21,28,37,19,38,29,24,30,0,30,24,29,31,23,21,13,33,31,31,43,47,17,26,31,35,15,34,17,48,43,34,28,22,17,27,19,18,39,17,15,45,9,16,21,42,20,16,13,33,31,14,30,38,30,33,46,31,33,19,26,15,25,33,37,30,32,40,28,25,24,7,22,34,17,42,23,29,43,45,26,24,18,44,29,22,15,32,21,23
5a19bcb304030050aed5ef52,31,29,28,27,17,31,17,18,28,12,9,6,18,19,26,15,11,31,26,34,17,24,21,31,35,14,24,21,22,27,33,10,38,12,19,30,21,12,32,13,29,20,27,9,14,8,5,11,22,36,32,26,35,28,26,25,9,23,34,25,19,21,20,20,17,28,20,26,11,7,10,25,22,38,12,12,15,17,29,10,21,22,35,41,23,18,8,11,31,12,16,24,19,22,21,12,5,24,28,23,22,18,19,26,7,22,10,22,27,8,15,39,17,19,32,19,16,12,12,16,17,24,24,23,32,0,26,8,21,20,41,17,10,12,23,20,24,19,27,8,16,20,36,21,22,18,27,30,14,19,16,39,23,18,22,19,18,37,22,26,17,13,18,29,26,11,20,14,21,7,26,24,19,35,24,15,19,21,25,12,16,9,16,5,21,28,24,15,10,33,15,18,24,17,16,28,16,22,33,23,24,17,4,17,12
5a19bcfc54208204570dcbf9,29,27,23,30,27,28,36,16,25,29,26,20,35,29,22,29,11,18,37,41,22,37,22,29,23,32,8,25,9,29,26,26,37,28,23,34,19,16,34,32,27,23,29,24,20,24,19,26,25,29,16,24,38,27,27,33,28,33,33,24,20,18,4,25,20,33,39,39,21,24,29,28,27,31,31,28,16,36,32,26,9,20,30,51,26,16,27,30,24,13,20,38,21,20,15,29,21,30,43,21,20,37,16,24,24,34,29,30,34,27,29,27,15,37,28,17,25,13,31,17,34,34,28,26,27,22,0,22,33,28,40,15,26,22,35,35,40,22,13,24,30,17,23,19,41,37,39,33,22,13,27,38,20,36,23,17,38,30,25,30,36,16,20,26,39,25,19,15,30,24,39,42,20,38,27,22,17,28,37,30,29,26,33,22,24,30,21,18,26,31,34,23,8,36,33,15,24,20,40,8,11,19,20,22,23
5a19bd2004030050aed5ef53,30,27,28,23,18,29,16,17,26,7,6,5,14,14,24,13,14,32,21,29,19,19,19,30,36,11,27,20,23,24,31,14,35,7,18,27,19,17,29,15,27,18,23,14,19,3,4,16,18,34,34,25,32,27,28,21,7,18,33,24,23,19,23,25,14,28,19,21,12,3,8,23,20,36,10,12,13,15,26,9,22,20,32,36,22,17,6,9,31,14,20,21,16,20,23,8,10,29,23,21,21,16,17,24,3,17,8,20,23,6,14,41,16,16,30,17,12,16,10,14,13,19,21,22,30,6,26,0,16,16,37,16,6,13,18,19,24,16,29,7,13,18,37,20,21,16,22,27,11,19,12,35,21,15,20,18,17,35,18,23,15,12,16,26,21,8,19,17,21,3,21,20,21,32,20,13,17,18,20,9,11,5,12,1,19,26,22,14,10,31,14,16,27,16,21,29,13,21,32,26,25,15,9,14,8
5a19bd466659b21626305d17,25,24,26,17,21,26,21,13,23,9,12,8,20,8,19,17,17,31,15,23,21,15,16,26,36,17,29,19,23,20,26,20,28,13,17,20,16,21,24,22,24,12,17,20,25,10,8,22,12,29,36,21,26,24,29,14,12,13,30,21,26,16,24,30,9,28,24,17,15,10,13,20,15,31,15,17,11,20,20,14,22,17,27,30,20,13,11,14,29,16,24,23,11,16,24,14,16,35,20,18,17,21,14,20,10,12,13,19,17,11,18,40,12,18,24,13,6,19,15,12,15,14,16,21,24,11,24,10,0,9,31,12,12,16,13,24,29,11,28,12,15,15,36,16,25,21,18,22,6,17,5,29,18,16,15,14,22,30,12,17,20,11,11,21,17,11,14,20,23,9,17,23,22,27,14,11,14,12,15,14,7,11,19,7,16,21,17,13,15,25,19,12,28,21,27,29,8,17,31,28,24,10,15,10,2
5a19bd91ae845313c72e2d31,24,23,26,15,23,25,23,12,22,12,15,11,23,6,17,19,19,31,14,20,22,14,15,25,36,19,30,20,23,18,25,23,26,16,18,17,15,23,23,24,23,11,15,22,27,12,10,25,10,28,37,21,25,23,31,12,14,11,30,20,27,15,25,32,8,30,26,16,16,12,15,19,15,30,18,19,10,22,17,17,22,16,25,29,21,12,14,17,29,18,26,26,9,15,25,17,18,37,20,18,16,23,13,19,12,11,16,20,14,14,20,40,12,20,23,11,3,20,18,12,17,12,15,21,22,13,24,12,11,0,28,12,15,17,12,26,31,9,28,15,18,14,36,15,28,24,16,20,6,17,7,26,17,18,13,13,24,28,10,14,22,11,9,19,16,13,13,22,24,12,16,25,23,25,12,12,13,11,14,17,9,14,21,10,15,19,15,13,17,23,21,11,29,23,30,29,8,16,32,29,24,8,17,9,3
