D_bar,5a0ebeddfdc81513a9dcf33d,5a0ee1c397e0bc4831663486,5a0eeec3ae845313c72e280a,5a0ef92e0525bc484398d1f8,5a0eff8948c5984825e18bba,5a0f05b3bcb30313c1318d8e,5a0f0c5348c5984825e18bbb,5a0f0e693feafb4f684d1abb,5a0f100fe691ef1af5572637,5a0f12dc0525bc484398d1fb,5a0f14601c156e483dc740c8,5a0f169bc31f3448494eb6f7,5a0f178632516b13bbf49e3f,5a0f17acd6c58c139daa8a50,5a0f187c1c067a1ae7e6733c,5a0f192a48c5984825e18bca,5a0f19b9d6c58c139daa8a51,5a0f1aa832516b13bbf49e41,5a0f1ae71c067a1ae7e6733d,5a0f1af0fdc81513a9dcf349,5a0f1b04bcb30313c1318d90,5a0f1bcb48c5984825e18bcc,5a0f1c2a0525bc484398d1fc,5a0f1c61fdc81513a9dcf34a,5a0f1c8348c5984825e18bcd,5a0f1cabbcb30313c1318d91,5a0f1e361c067a1ae7e6733e,5a0f1edc1c156e483dc740c9,5a0f1fcd1c067a1ae7e6733f,5a0f202bc31f3448494eb6f9,5a0f215be691ef1af5572639,5a0f21641c156e483dc740ca,5a0f21686d59381b0f22075a,5a0f216e6d59381b0f22075b,5a0f21990525bc484398d1fd,5a0f225c5c4f9a48378c2db3,5a0f22912c520b484f1b87fc,5a0f22c93feafb4f684d1ac1,5a0f2391ae845313c72e2811,5a0f24065c4f9a48378c2db4,5a0f241432516b13bbf49e42,5a0f24a097e0bc483166348f,5a0f25093feafb4f684d1ac2,5a0f2514e691ef1af557263b,5a0f259a0525bc484398d200,5a0f25eb32516b13bbf49e44,5a0f25efbcb30313c1318d97,5a0f2610d6c58c139daa8a53,5a0f2681e691ef1af557263c,5a0f269a48c5984825e18bd0,5a0f26cb3feafb4f684d1ac7,5a0f270efdc81513a9dcf34c,5a0f274f97e0bc4831663490,5a0f2755e691ef1af557263e,5a0f27bdbcb30313c1318d9a,5a0f27efe691ef1af557263f,5a0f283332516b13bbf49e45,5a0f2857fdc81513a9dcf34d,5a0f2895ae845313c72e2812,5a0f2897e691ef1af5572640,5a0f292148c5984825e18bd1,5a0f29330525bc484398d202,5a0f29b50525bc484398d204,5a0f29b697e0bc4831663491,5a0f29b80525bc484398d205,5a0f2a3cd6c58c139daa8a54,5a0f2a521c156e483dc740cc,5a0f2a882c520b484f1b87ff,5a0f2b071c067a1ae7e67341,5a0f2b2448c5984825e18bd4,5a0f2b636d59381b0f22075c,5a0f2b73d6c58c139daa8a56,5a0f2ba56d59381b0f22075d,5a0f2ba71c156e483dc740cd,5a0f2bd1fdc81513a9dcf34f,5a0f2c131c156e483dc740ce,5a0f2c42e691ef1af5572643,5a0f2c4397e0bc4831663492,5a0f2c4a97e0bc4831663493,5a0f2c8dbcb30313c1318d9e,5a0f2c8e97e0bc4831663495,5a0f2cdcd6c58c139daa8a57,5a0f2d141c067a1ae7e67343,5a0f2d4c5c4f9a48378c2db7,5a0f2d811c156e483dc740cf,5a0f2da4ae845313c72e2816,5a0f2dcfae845313c72e2817,5a0f2dfee691ef1af5572645,5a0f2e3497e0bc4831663497,5a0f2e4f3feafb4f684d1aca,5a0f2e83bcb30313c1318d9f,5a0f2f075c4f9a48378c2db9,5a0f2f15bcb30313c1318da0,5a0f2f2f32516b13bbf49e49,5a0f2f491c067a1ae7e67344,5a0f2f4b0525bc484398d207,5a0f2f602c520b484f1b8801,5a0f3089e691ef1af5572648,5a0f308ee691ef1af5572649,5a0f30adae845313c72e281c,5a0f30c33feafb4f684d1acd,5a0f30d1e691ef1af557264b,5a0f30df0525bc484398d208,5a0f3106ae845313c72e281d,5a0f314aae845313c72e281e,5a0f3161ae845313c72e281f,5a0f316bc31f3448494eb6fe,5a0f3195e691ef1af557264c,5a0f320e5c4f9a48378c2dba,5a0f322eeca4fc22e027a312,5a0f331cae845313c72e2821,5a0f33b299ec112dd1215692,5a0f33b293984022d41562d0,5a0f33dbb0da9122e35a8d45,5a0f33e40525bc484398d209,5a0f33fda7e49c22d705f640,5a0f3400b546e022c2fa61d6,5a0f3442eca4fc22e027a313,5a0f344e059ac522ef987c4d,5a0f350e17153722f5634d3c,5a0f3512b884b12dc5b4fbcb,5a0f3532d442ff22bc769147,5a0f354fae845313c72e2822,5a0f35fca7e49c22d705f641,5a0f368b172b442ddd1d05ea,5a0f36d6172b442ddd1d05eb,5a0f371ae691ef1af557264f,5a0f379b51fd882301b6d13c,5a0f37ca51fd882301b6d13d,5a0f3830059ac522ef987c4f,5a0f383332516b13bbf49e4d,5a0f38b4ae845313c72e2823,5a0f3931c988512deb672b83,5a0f39c817153722f5634d3d,5a0f3a584b4fc722fbe1c726,5a0f3a94172b442ddd1d05ed,5a0f3b5db884b12dc5b4fbcc,5a0f3ba9a7e49c22d705f646,5a0f3bad51fd882301b6d13e,5a0f3c3f172b442ddd1d05ee,5a0f3cbdae845313c72e2826,5a0f3d2b99ec112dd1215696,5a0f3d4c99ec112dd1215697,5a0f3d5a172b442ddd1d05ef,5a0f3d7bc988512deb672b87,5a0f3d9b4b4fc722fbe1c727,5a0f3e4bc988512deb672b89,5a0f3e7432516b13bbf49e52,5a0f3e8251fd882301b6d140,5a0f3e8e51fd882301b6d141,5a0f3e8e4b4fc722fbe1c728,5a0f3ec3e691ef1af5572653,5a0f3ed417153722f5634d40,5a0f3f1cf160552db93e65b4,5a0f3f62a7e49c22d705f649,5a0f3f7d4b4fc722fbe1c72b,5a0f3fd0ae845313c72e2827,5a0f4029172b442ddd1d05f1,5a0f40b4c988512deb672b8b,5a0f40bc17153722f5634d41,5a0f40c7c988512deb672b8c,5a0f4107f160552db93e65b5,5a0f41e9f160552db93e65b6,5a0f421b32516b13bbf49e54,5a0f423c172b442ddd1d05f2,5a0f433d32516b13bbf49ea9,5a0f437232516b13bbf49eaa,5a0f439517153722f5634d42,5a0f44d832516b13bbf49eab,5a0f44dd51fd882301b6d147,5a0f4653ae845313c72e282a,5a0f4694f160552db93e65b9,5a0f47f1b884b12dc5b4fbcf,5a0f482bb0da9122e35a8d4a,5a0f486d11ae4222e93bc463,5a0f489a263abd22dd1e3aec,5a0f49bba7e49c22d705f681,5a0f4e10ae845313c72e282e,5a0f4ef1263abd22dd1e3af2
5a0f314aae845313c72e281e,31,25,27,22,34,27,22,38,17,18,16,15,9,26,32,20,31,5,27,17,27,37,19,22,36,28,35,18,11,33,15,36,20,25,30,20,14,17,12,24,30,10,20,34,18,19,16,21,22,15,11,28,27,26,22,22,32,16,33,18,12,21,8,15,12,15,22,22,13,23,15,14,38,14,10,30,8,19,15,21,18,21,38,15,31,21,22,17,32,15,14,24,19,37,15,18,16,10,28,10,28,24,33,21,0,18,10,17,14,15,14,27,22,14,16,22,32,8,10,17,2,5,14,15,17,24,15,12,17,22,11,16,18,21,11,38,34,5,14,20,18,19,11,19,20,22,26,19,30,18,14,18,20,23,10,12,23,15,16,14,32,12,26,10,13,18,14,28,21,19,17,8,19,23,30,15,19,15,25
5a0f3161ae845313c72e281f,29,14,16,18,25,19,31,27,12,13,2,15,17,14,34,12,25,14,14,22,13,31,16,13,26,33,30,10,20,29,6,26,18,20,31,11,21,26,26,17,30,17,12,22,23,15,25,14,10,21,16,30,16,18,31,14,21,14,25,13,10,18,20,12,22,11,17,15,21,19,8,22,28,11,7,31,17,29,12,14,27,24,24,22,39,17,17,11,21,22,16,26,11,34,26,6,26,24,38,23,19,19,31,16,15,0,18,26,27,28,17,17,14,18,4,12,19,17,17,15,16,14,13,15,2,28,20,14,12,12,19,25,12,7,25,27,20,14,5,8,28,8,12,11,15,12,23,11,24,32,11,15,17,13,19,20,26,27,14,14,18,25,22,17,14,24,22,19,19,30,27,22,27,17,21,10,22,28,15
5a0f316bc31f3448494eb6fe,37,28,26,16,37,30,17,41,21,22,16,20,13,28,39,23,35,8,26,23,25,41,22,18,39,34,39,21,13,38,13,40,21,29,23,23,21,20,19,28,35,3,23,36,25,24,23,24,24,22,14,34,26,29,17,25,35,19,36,22,8,17,15,18,7,19,22,25,6,28,16,7,41,10,13,36,11,25,12,25,21,28,35,22,25,26,26,21,35,8,13,29,23,42,22,18,22,17,23,17,31,28,37,25,9,16,0,11,20,22,17,30,25,13,16,25,34,10,17,21,9,7,19,14,17,31,21,10,21,25,18,23,22,21,18,41,32,7,16,21,24,18,13,23,25,25,22,23,34,24,10,13,17,26,13,5,30,22,12,12,30,18,31,3,18,25,21,24,27,26,24,15,13,23,33,19,26,22,28
5a0f3195e691ef1af557264c,38,25,21,8,35,29,25,37,21,22,12,22,18,24,42,21,34,14,17,26,16,40,22,9,36,38,39,19,19,38,7,36,21,29,21,21,26,25,26,27,37,10,22,32,28,24,29,23,20,26,18,37,21,28,23,24,31,20,34,22,3,13,21,18,15,19,19,24,14,28,14,15,38,6,13,39,17,32,7,24,27,31,26,26,31,26,26,20,32,15,14,32,21,43,29,13,29,24,32,24,29,28,37,25,14,23,11,0,28,29,20,27,24,16,12,22,28,16,22,21,16,13,20,14,12,34,26,12,21,22,23,29,21,14,25,37,24,13,13,17,31,13,15,21,25,22,18,21,33,32,6,5,12,23,18,13,33,29,8,13,21,26,32,11,21,29,26,15,27,33,31,22,20,22,31,19,29,29,25
5a0f320e5c4f9a48378c2dba,40,31,30,18,41,34,13,45,25,26,20,23,16,32,41,27,38,11,29,26,28,45,26,21,43,37,43,25,16,41,17,43,25,33,23,27,23,23,21,31,39,4,27,40,27,28,25,28,27,24,18,37,29,33,13,29,39,23,40,26,11,21,18,21,3,22,26,29,7,32,20,8,44,14,17,39,14,27,15,28,24,31,38,24,22,30,30,24,38,9,17,33,26,46,23,21,24,19,20,19,35,32,40,29,12,19,5,13,0,23,20,34,29,16,20,29,37,14,19,24,11,11,22,18,21,33,24,14,25,29,20,25,25,24,20,44,35,10,19,24,26,22,17,26,28,29,26,26,38,25,14,14,20,30,16,6,32,23,15,16,33,18,35,4,21,27,24,27,30,27,25,17,9,27,37,22,28,23,32
5a0f322eeca4fc22e027a312,30,29,39,37,40,32,35,42,23,24,27,20,23,33,24,25,36,20,39,24,39,42,29,36,39,27,40,23,25,33,28,39,31,30,45,26,9,32,23,26,36,24,25,42,21,21,10,27,29,16,23,25,39,31,35,27,36,25,38,24,27,35,18,24,25,20,35,29,28,25,26,29,43,28,20,22,23,7,30,28,33,18,50,15,44,23,27,22,36,29,28,27,24,36,3,30,3,21,42,21,33,29,42,26,21,33,25,32,24,0,26,32,27,29,28,27,39,22,10,26,14,19,18,29,28,21,14,27,23,27,15,17,23,32,22,41,46,19,25,30,6,31,23,25,22,27,40,24,35,21,28,33,34,28,25,27,20,18,30,28,44,15,25,25,17,22,17,42,20,7,5,20,32,35,36,20,15,18,30
5a0f331cae845313c72e2821,25,12,19,21,22,16,32,25,9,10,4,12,16,13,30,9,22,14,16,19,16,28,14,17,24,30,26,6,19,26,9,24,17,16,34,8,18,26,24,14,27,18,9,21,20,11,22,10,8,18,15,27,19,15,32,11,19,11,21,10,12,20,18,10,22,7,18,11,21,15,8,22,25,13,4,28,17,27,14,11,27,20,27,19,40,13,13,8,19,23,16,23,8,31,23,9,23,22,38,21,16,15,28,12,14,26,19,27,25,26,0,15,11,19,7,10,19,16,14,12,14,13,10,15,5,24,17,15,8,9,16,23,9,10,23,25,23,13,4,8,26,11,11,8,12,10,25,8,21,30,13,17,19,11,19,20,22,25,16,15,21,24,19,18,11,21,19,23,15,27,25,21,28,17,18,6,19,26,13
5a0f33b299ec112dd1215692,23,8,23,25,19,13,36,21,8,9,8,13,20,9,29,6,21,18,17,22,17,27,17,20,20,31,25,4,23,24,12,20,21,15,38,5,19,30,28,10,28,22,6,17,22,9,23,10,5,19,18,26,23,12,37,8,15,14,19,10,16,25,21,13,26,8,22,11,26,13,12,27,21,18,8,26,21,28,19,11,31,20,28,21,45,11,12,8,15,27,20,24,6,29,25,12,25,25,43,25,12,14,31,12,18,30,23,31,29,29,20,0,8,23,11,6,15,20,16,15,18,17,10,20,7,24,18,19,8,5,18,25,8,11,27,21,23,17,8,12,27,15,15,5,9,6,30,5,19,33,18,21,24,7,23,25,22,28,20,19,22,27,16,23,12,23,21,26,13,29,26,24,33,22,14,6,19,29,8
5a0f33b293984022d41562d0,16,11,29,30,22,15,37,24,7,8,14,10,20,15,21,8,20,18,25,19,25,25,19,26,21,25,24,6,24,17,18,21,23,14,42,9,13,30,26,8,26,24,8,24,17,3,17,12,12,14,19,19,28,14,38,10,18,15,21,9,21,29,19,15,27,6,26,14,28,7,16,29,24,22,10,18,21,22,23,13,31,12,36,16,46,5,11,7,18,29,23,20,7,21,19,18,19,23,44,23,15,13,32,11,19,31,25,32,27,26,20,14,0,25,16,9,22,21,11,16,16,18,6,23,14,17,12,22,7,9,14,20,6,18,25,23,31,18,12,17,21,21,16,8,4,9,34,7,18,30,22,26,28,10,23,27,14,24,24,22,29,23,10,24,8,19,17,32,6,23,20,22,34,25,19,5,11,26,12
5a0f33dbb0da9122e35a8d45,30,24,28,23,33,26,24,38,16,18,16,14,10,26,30,19,30,7,28,16,28,36,19,24,36,26,35,17,12,32,16,36,20,25,32,19,12,19,11,23,29,12,19,34,17,18,14,20,22,13,11,26,28,25,24,21,31,16,32,18,14,22,7,15,14,14,23,21,15,22,15,16,37,15,11,28,10,17,17,21,20,20,39,13,33,20,21,16,31,17,15,22,19,36,13,19,14,8,30,8,28,23,33,20,8,20,12,20,12,14,14,26,21,0,17,22,32,9,8,17,1,6,13,16,18,22,13,14,16,22,9,14,17,22,10,37,35,6,14,20,16,20,11,19,19,22,28,18,30,17,15,20,22,23,12,14,21,13,17,15,33,10,25,12,12,17,12,30,20,17,15,7,21,23,30,14,17,14,25
5a0f33e40525bc484398d209,28,13,18,19,24,18,33,26,12,13,3,15,18,13,34,11,25,15,13,22,13,31,17,14,25,33,29,9,21,29,7,25,19,20,32,10,21,27,27,16,30,18,11,21,24,14,25,13,8,21,17,30,17,17,32,13,20,14,24,13,11,20,21,13,23,11,18,14,22,18,9,23,26,13,7,31,19,30,14,14,28,24,24,22,41,16,16,11,20,23,17,26,11,34,26,7,27,24,39,24,18,18,31,16,16,27,19,27,28,29,18,16,13,20,0,11,17,18,18,15,17,15,13,16,2,28,20,16,12,10,19,26,12,6,26,26,20,15,6,8,29,10,13,11,15,11,25,11,24,33,13,16,19,12,20,21,25,28,15,16,18,26,21,19,14,24,22,20,18,30,28,23,29,18,20,10,22,29,14
5a0f33fda7e49c22d705f640,23,3,28,30,22,15,41,16,12,13,13,17,25,7,28,9,24,23,19,26,20,29,22,24,14,34,28,6,28,23,17,15,26,18,43,8,21,35,32,9,32,27,8,18,25,8,25,14,6,22,23,28,28,14,42,11,10,19,21,13,21,30,26,18,32,11,27,16,31,12,17,32,16,23,13,26,26,31,24,15,36,21,30,24,50,10,15,11,10,32,26,27,8,29,27,17,28,30,48,29,10,17,36,15,23,35,28,36,33,33,25,6,11,28,16,0,13,25,19,20,22,22,13,25,12,26,21,25,12,1,22,28,10,14,31,16,25,22,13,17,30,20,20,8,9,1,35,8,21,37,23,26,29,2,28,30,23,31,25,25,24,31,14,28,16,27,25,30,13,31,29,29,38,27,16,9,20,33,4
5a0f3400b546e022c2fa61d6,26,6,27,28,23,17,42,16,13,14,12,18,26,4,31,11,26,23,16,27,18,31,23,22,15,36,30,8,29,26,16,16,26,20,42,9,23,35,33,11,34,27,10,17,27,11,28,15,5,24,24,30,27,16,42,12,10,20,23,14,21,29,27,19,32,13,27,17,31,15,17,32,19,22,14,28,26,33,23,16,36,24,27,26,50,13,17,12,13,32,26,29,9,31,29,17,30,31,48,30,12,18,37,17,24,36,28,36,34,35,25,8,12,29,15,4,0,26,21,21,23,23,15,25,11,28,23,25,13,3,24,30,12,13,32,16,23,23,13,16,32,19,21,9,11,4,34,9,23,39,22,25,28,5,28,30,25,33,24,25,21,32,16,28,17,28,27,28,15,34,31,30,38,27,17,11,22,35,6
5a0f3442eca4fc22e027a313,32,21,20,15,31,24,23,34,15,16,9,15,11,21,35,17,29,7,20,19,19,35,16,15,33,31,34,15,13,33,7,33,15,24,26,17,19,19,19,22,31,9,17,30,22,19,22,18,17,19,11,31,19,23,23,19,28,14,30,17,5,13,14,12,13,13,15,19,13,22,10,14,34,6,7,32,10,25,8,19,20,24,30,19,32,20,20,15,28,14,8,25,16,37,22,11,22,17,30,17,25,22,31,19,8,18,10,18,21,23,13,23,19,10,9,19,27,0,15,15,10,7,14,7,10,27,19,6,15,18,16,22,16,14,18,34,26,6,9,14,24,12,8,16,19,19,19,16,28,26,7,12,13,20,12,12,26,22,9,6,24,19,26,9,14,22,19,20,22,26,24,16,19,17,27,13,22,23,22
5a0f344e059ac522ef987c4d,23,20,30,29,30,22,32,33,13,14,17,10,16,23,22,15,26,14,30,15,29,32,19,28,30,18,30,14,19,25,19,31,23,20,40,16,5,25,19,17,26,19,16,32,11,12,8,17,19,6,15,18,30,22,33,18,27,15,28,14,19,28,12,15,22,10,26,19,23,16,17,24,33,20,11,20,17,14,22,18,27,12,40,7,41,14,17,12,27,24,21,17,15,28,10,20,10,16,38,16,24,19,33,17,14,27,20,27,19,17,17,22,18,22,19,18,30,16,0,16,9,13,8,21,18,14,5,19,13,18,7,11,13,23,18,32,36,13,15,20,13,22,14,15,13,18,33,15,25,21,21,26,27,19,18,22,13,15,23,20,34,15,18,20,7,13,9,34,13,14,12,15,29,26,27,11,9,17,21
5a0f350e17153722f5634d3c,32,21,20,16,31,24,23,35,15,17,10,15,10,22,35,17,29,6,21,19,20,35,16,15,33,31,34,15,12,33,8,34,15,24,27,17,18,18,19,22,30,9,17,30,21,19,21,18,17,18,10,30,20,23,23,19,29,14,30,17,6,14,14,12,13,13,16,19,12,22,10,13,35,7,7,32,9,25,8,19,19,24,31,19,31,21,20,15,28,14,7,25,17,37,21,12,22,17,29,16,25,22,31,19,7,17,9,17,20,22,12,24,19,10,10,19,27,9,14,0,9,6,14,8,11,27,18,6,15,19,15,21,16,15,18,34,27,6,9,14,24,13,8,17,19,19,19,17,28,25,7,12,13,20,11,11,26,21,9,7,25,18,26,9,14,21,18,21,21,25,23,15,19,17,27,13,22,22,22
5a0f3512b884b12dc5b4fbcb,30,24,28,23,33,26,23,38,17,18,16,14,10,26,31,19,30,6,28,16,28,36,19,23,36,26,35,17,12,32,16,36,20,25,32,20,12,18,11,23,30,11,19,34,17,19,15,20,22,14,11,27,27,25,24,22,32,16,32,18,14,22,7,15,13,14,23,22,15,23,15,16,37,15,11,28,10,17,16,21,19,20,38,14,32,21,22,16,31,16,15,23,19,36,14,18,14,9,29,8,28,24,33,21,7,19,12,19,12,14,14,27,22,16,17,22,32,9,9,17,0,6,13,16,17,23,14,13,17,22,10,15,17,22,10,37,35,6,14,20,16,20,11,19,19,22,27,19,30,17,15,19,21,23,11,14,22,13,17,15,33,10,25,12,12,17,13,29,20,18,15,7,20,23,30,14,18,14,25
5a0f3532d442ff22bc769147,29,22,24,20,31,24,23,35,15,16,13,13,6,23,31,17,28,4,25,15,24,34,16,20,34,27,33,15,9,31,13,34,17,23,30,17,14,16,14,21,28,10,17,31,17,17,17,18,19,15,8,27,24,23,24,19,29,13,30,16,11,19,9,12,13,12,20,19,14,21,12,15,35,12,8,29,7,20,13,19,17,20,35,15,32,19,20,14,29,15,12,22,17,35,16,15,17,12,29,11,26,22,30,18,5,17,11,18,15,17,11,24,19,13,13,20,29,7,10,14,4,0,12,13,14,23,14,10,15,19,11,17,15,18,13,35,31,3,11,17,19,16,8,17,18,20,24,16,28,20,12,17,18,21,9,13,22,16,14,12,29,14,24,11,11,17,14,26,19,20,18,10,20,20,28,12,18,17,22
5a0f354fae845313c72e2822,20,13,24,26,22,15,33,26,5,6,10,6,16,15,25,8,19,14,22,16,22,25,14,22,24,24,23,6,19,21,14,24,19,13,38,8,12,26,22,11,22,19,8,24,15,7,16,9,11,13,14,21,24,14,34,10,20,10,21,6,16,24,15,10,23,3,22,11,23,11,11,24,26,17,6,22,17,22,18,10,27,15,33,14,42,9,10,4,20,24,18,17,7,26,18,14,18,20,39,19,16,12,27,9,14,27,20,28,23,23,16,15,10,21,12,10,22,16,9,11,12,13,0,18,11,18,12,17,5,10,12,18,5,15,21,26,29,13,8,14,21,17,12,7,8,10,29,7,18,27,17,22,23,11,19,22,16,21,19,18,27,21,15,20,6,16,15,28,10,22,20,19,30,21,19,3,13,23,13
5a0f35fca7e49c22d705f641,33,18,16,14,29,23,30,30,16,17,6,18,18,18,38,16,29,14,13,24,12,35,19,9,30,36,34,14,20,33,2,30,19,24,27,15,23,26,26,21,33,15,16,26,26,19,27,17,13,23,17,34,15,22,29,18,25,16,29,17,7,16,21,14,20,14,16,19,18,23,10,19,32,9,9,35,17,31,10,18,27,27,23,24,37,21,21,15,25,20,15,29,15,38,28,8,28,24,36,24,23,23,33,20,15,25,15,24,28,29,18,21,18,17,6,16,22,17,19,17,16,14,16,0,6,31,23,13,16,15,21,27,16,8,25,31,19,14,8,11,30,8,13,15,19,16,21,15,28,33,9,11,15,17,19,17,29,28,11,13,17,26,26,15,17,26,24,15,23,32,29,23,25,18,25,14,26,29,19
5a0f368b172b442ddd1d05ea,30,14,18,19,25,20,34,25,13,14,4,17,20,13,35,12,26,17,11,24,11,32,18,13,25,35,31,10,22,30,7,25,20,21,32,11,23,29,28,17,32,19,12,21,25,15,27,15,9,23,18,32,18,18,33,14,20,16,25,15,11,20,22,14,24,12,19,16,23,19,10,24,27,13,9,32,20,31,14,15,30,25,22,24,41,17,18,13,21,24,18,28,12,35,28,8,28,26,40,25,18,20,33,17,17,28,20,28,29,31,19,16,14,21,7,11,17,19,19,17,18,16,15,17,0,29,22,17,13,11,21,27,13,5,27,26,18,16,7,9,30,10,15,12,16,12,25,12,25,34,13,15,19,12,21,22,27,29,15,16,16,28,22,19,16,26,24,19,19,32,30,24,29,20,20,11,24,31,14
5a0f36d6172b442ddd1d05eb,15,12,33,35,26,19,43,22,13,14,19,15,26,16,19,12,25,24,28,24,29,30,24,31,19,29,29,10,29,17,23,19,29,19,48,12,16,36,31,8,31,29,12,27,22,5,20,17,14,19,24,21,33,18,44,14,16,20,25,14,26,34,24,20,33,12,31,18,33,9,21,34,25,27,16,16,27,25,28,18,37,14,39,20,52,7,15,12,19,35,28,25,11,21,21,23,22,28,49,28,17,17,38,16,24,37,30,38,32,30,26,14,14,31,21,10,22,26,15,21,21,23,11,28,18,0,17,27,13,10,19,25,11,22,30,22,34,23,17,22,24,25,22,11,5,10,39,11,23,34,27,32,33,11,28,32,16,28,29,28,33,28,5,30,14,24,22,37,5,26,23,27,40,31,22,10,13,30,12
5a0f371ae691ef1af557264f,18,16,30,31,27,19,36,29,10,12,17,9,19,20,19,13,24,17,28,17,29,29,20,28,26,21,28,11,22,20,20,26,24,18,42,13,8,29,23,13,25,23,13,29,14,8,12,15,16,10,18,15,30,19,36,15,22,16,25,12,21,29,16,15,26,9,27,17,26,12,17,27,30,22,11,16,20,17,23,16,30,8,39,11,45,10,14,10,23,28,23,17,12,24,14,20,14,20,42,20,20,16,33,14,17,30,24,31,24,21,20,19,15,25,19,14,27,19,7,17,13,16,6,23,17,12,0,22,10,14,11,16,10,22,22,28,35,16,15,20,16,23,16,12,9,14,34,12,22,26,22,27,28,15,22,25,10,20,25,22,33,19,13,23,7,16,14,34,8,18,15,19,33,26,24,8,7,22,17
5a0f379b51fd882301b6d13c,36,27,26,17,36,30,17,40,20,21,16,19,12,28,38,22,34,7,25,22,25,40,21,19,39,33,39,20,12,37,13,39,21,29,24,22,20,19,18,27,34,4,22,36,24,23,22,23,23,21,13,33,25,28,18,25,34,19,35,22,8,17,14,17,7,18,21,24,7,27,16,8,40,10,12,35,10,25,12,24,20,27,35,21,26,25,25,20,34,9,12,29,22,41,21,17,21,16,24,16,31,27,36,24,8,15,5,12,20,21,16,29,25,12,16,25,33,9,16,20,8,6,18,13,17,30,20,0,20,24,17,22,21,21,17,40,32,6,15,20,24,18,13,22,24,25,22,22,33,23,10,13,16,26,12,6,29,21,12,12,30,17,31,4,17,24,20,24,26,25,23,14,14,23,32,18,25,21,27
5a0f37ca51fd882301b6d13d,21,8,24,26,17,11,36,21,6,7,9,11,20,10,26,4,19,18,19,20,20,25,17,22,20,29,23,1,23,21,14,20,21,13,39,3,17,30,27,9,27,22,3,19,20,6,21,9,6,18,18,24,24,9,37,6,15,14,16,8,17,26,20,13,27,6,23,10,26,10,13,27,21,19,8,24,21,26,20,10,31,18,30,19,45,8,10,6,15,28,21,22,3,27,23,14,23,24,43,24,12,12,31,10,18,30,23,31,28,28,19,10,6,24,12,6,17,20,14,15,17,17,8,20,9,22,16,20,0,5,17,23,5,13,26,21,26,17,9,13,25,16,15,3,7,6,31,3,17,32,19,23,25,7,22,25,19,26,21,20,24,25,14,23,11,21,20,28,11,27,24,23,33,22,14,4,16,28,8
5a0f3830059ac522ef987c4f,23,4,28,29,22,16,41,16,12,13,13,17,25,6,29,9,24,23,18,26,20,30,22,24,15,34,28,6,28,23,17,15,26,18,43,8,22,35,32,9,32,27,8,18,25,9,26,14,5,23,23,28,27,14,42,11,10,19,21,13,21,29,26,18,31,11,27,16,31,12,17,32,17,22,13,26,26,31,24,15,36,22,29,24,50,11,15,11,11,32,26,27,8,29,27,17,28,30,48,29,10,17,36,15,23,35,28,36,33,33,25,6,11,28,16,1,13,25,19,20,22,22,13,25,11,26,21,25,12,0,22,28,10,14,31,16,25,22,13,17,30,20,20,8,9,1,35,8,21,37,23,26,29,2,28,30,23,32,25,25,23,31,14,28,16,27,25,30,13,32,29,29,38,27,16,9,20,33,4
5a0f383332516b13bbf49e4d,28,25,31,28,34,27,28,38,17,18,19,14,14,27,27,20,30,12,32,16,31,36,21,28,35,23,35,18,17,30,20,36,23,25,37,20,7,24,15,22,30,17,20,35,15,17,10,21,23,11,15,23,31,26,29,22,31,18,33,18,19,27,10,17,18,14,27,22,20,21,18,21,38,20,13,24,15,12,21,22,25,17,42,10,37,19,22,16,31,22,20,22,19,34,8,22,9,12,34,12,28,23,35,21,12,25,17,24,16,11,17,27,22,21,20,22,34,14,5,19,6,11,13,21,20,19,10,18,17,22,0,11,17,25,14,37,38,11,17,23,11,23,14,19,18,22,32,19,30,16,20,25,26,23,16,19,18,10,22,20,36,9,23,17,11,16,11,34,18,12,10,12,25,27,31,15,14,12,25
5a0f38b4ae845313c72e2823,20,20,34,34,30,23,38,31,14,15,20,13,21,23,16,16,28,19,32,20,32,33,23,32,28,22,31,14,25,22,23,28,27,21,45,17,6,31,25,15,29,25,16,33,16,11,10,19,20,12,20,14,34,22,38,18,25,19,29,16,24,33,18,19,28,12,31,21,29,15,21,30,33,26,15,14,22,15,27,20,32,7,43,12,47,13,18,14,26,30,26,21,15,25,12,24,12,22,44,22,23,20,36,18,20,33,26,33,25,22,23,22,18,28,22,17,30,22,8,20,15,19,10,26,21,12,9,25,14,17,13,0,14,25,24,31,39,19,18,24,14,26,19,16,11,17,38,15,26,26,26,31,32,18,24,28,9,20,28,25,37,20,14,26,10,18,15,38,9,16,13,21,35,30,27,12,4,22,20
