D_bar,592154c454a00b21b809f5ad,592154ce2a17d821bca95123,592180352a17d821bca95141,59218b532a17d821bca9514c,592197a82a17d821bca95153,5921a1012a17d821bca95155,5921ae2d2a17d821bca95158,5921ae8f2a17d821bca95159,5921b02d2a17d821bca9515a,5921b66a2a17d821bca9515c,5921b8a7f315d421c066f616,5921bb8c2a17d821bca95160,5921bbea2a17d821bca95161,5921bd93f315d421c066f617,5921be022a17d821bca95162,5921be559559d121c272315e,5921be9c2a17d821bca95163,5921bf282a17d821bca95164,5921bfd82a17d821bca95165,5921c02cf315d421c066f618,5921c0472a17d821bca95167,5921c0f12a17d821bca95168,5921c1622a17d821bca95169,5921c2e9f315d421c066f619,5921c30b9559d121c2723160,5921c3919559d121c2723161,5921c3dc2a17d821bca9516b,5921c3fd2a17d821bca9516d,5921c4f52a17d821bca9516e,5921c5b3f315d421c066f61a,5921c5c82a17d821bca95171,5921c6b32a17d821bca95173,5921c6dff315d421c066f61b,5921c72f2a17d821bca95176,5921c73c2a17d821bca95177,5921c80c2a17d821bca95179,5921c8a0f315d421c066f61c,5921c92e2a17d821bca9517a,5921ca4b2a17d821bca9517b,5921cb3c9559d121c2723162,5921cb3e54a00b21b809f5b0,5921cb412a17d821bca9517e,5921cb842a17d821bca9517f,5921cb852a17d821bca95180,5921cbf8f315d421c066f61d,5921cc179559d121c2723163,5921cd0b2a17d821bca95181,5921cd432a17d821bca95182,5921cdfef315d421c066f61e,5921ce832a17d821bca95185,5921cec52a17d821bca95186,5921cee72a17d821bca95187,5921cef12a17d821bca95188,5921cf08f315d421c066f61f,5921cf0c9559d121c2723164,5921cf422a17d821bca95189,5921cf449559d121c2723165,5921cfc22a17d821bca9518b,5921cfc29559d121c2723166,5921cff82a17d821bca9518c,5921d04af315d421c066f620,5921d08a2a17d821bca9518e,5921d08c2a17d821bca9518f,5921d0a02a17d821bca95190,5921d0d82a17d821bca95191,5921d0ff2a17d821bca95192,5921d11e2a17d821bca95193,5921d17b2a17d821bca95197,5921d1822a17d821bca95198,5921d1992a17d821bca9519a,5921d2212a17d821bca9519b,5921d23c2a17d821bca9519c,5921d23df315d421c066f621,5921d2432a17d821bca9519d,5921d272f315d421c066f622,5921d342f315d421c066f623,5921d36e9559d121c2723167,5921d3789559d121c2723168,5921d37ef315d421c066f624,5921d37f9559d121c2723169,5921d3fd2a17d821bca951a0,5921d41c2a17d821bca951a2,5921d4239559d121c272316a,5921d462f315d421c066f626,5921d48d2a17d821bca951a3,5921d4d79559d121c272316b,5921d4eb2a17d821bca951a5,5921d4f9f315d421c066f627,5921d50054a00b21b809f5b1,5921d50e2a17d821bca951a6,5921d5262a17d821bca951a8,5921d5262a17d821bca951a9,5921d5a9f315d421c066f628,5921d5d7f315d421c066f62a,5921d5ea81b64321ba87b94d,5921d6039559d121c272316c,5921d6512a17d821bca951ac,5921d6bc2a17d821bca951af,5921d7002a17d821bca951b0,5921d7189559d121c272316d,5921d771f315d421c066f62c,5921d80af315d421c066f62e,5921d80e2a17d821bca951b6,5921d8392a17d821bca951b7,5921d86d9559d121c272316e,5921d899f315d421c066f62f,5921d8ae9559d121c272316f,5921d9872a17d821bca951b8,5921d9a42a17d821bca951b9,5921d9ac2a17d821bca951bb,5921d9e19559d121c2723171,5921da7a2a17d821bca951be,5921dac79559d121c2723172,5921dade2a17d821bca951bf,5921db0e2a17d821bca951c1,5921db672a17d821bca951c3,5921db742a17d821bca951c4,5921db942a17d821bca951c6,5921dbaf2a17d821bca951c7,5921dbb754a00b21b809f5b2,5921dc022a17d821bca951c8,5921dc1cf315d421c066f635,5921dc212a17d821bca951c9,5921dc312a17d821bca951ca,5921dc6d2a17d821bca951cc,5921dc772a17d821bca951cd,5921dceaf315d421c066f636,5921dd099559d121c2723174,5921dd0c2a17d821bca951ce,5921dd452a17d821bca951cf,5921dd6f2a17d821bca951d0,5921ddb5f315d421c066f637,5921ddf52a17d821bca951d1,5921de1bf315d421c066f638,5921de3a9559d121c2723175,5921de412a17d821bca951d2,5921de4ff315d421c066f63a,5921de902a17d821bca951d3,5921ded12a17d821bca951d5,5921e3e29559d121c2723176,5921e4ee2a17d821bca951dc,5921e4f8f315d421c066f63b,5921e5032a17d821bca951dd,5921e51a9559d121c2723177,5921e5692a17d821bca951de,5921e5882a17d821bca951df,5921e5df2a17d821bca951e0,5921e5ec2a17d821bca951e1,5921e6462a17d821bca951e2,5921e6aa2a17d821bca951e4,5921e6f254a00b21b809f5b5,5921e6f79559d121c2723179,5921e74bf315d421c066f63e,5921e75a2a17d821bca951e8,5921e77af315d421c066f63f,5921e782f315d421c066f640,5921e8512a17d821bca951ec,5921e8969559d121c272317a,5921e89c2a17d821bca951ed,5921e9462a17d821bca951ef,5921e9829559d121c272317b,5921e9f42a17d821bca951f1,5921ea022a17d821bca951f3,5921ea192a17d821bca951f4,5921eaa254a00b21b809f5b6,5921eb6af315d421c066f642,5921ec152a17d821bca951f9,5921ed602a17d821bca951fa,5921eeb32a17d821bca951fb,5921eeb42a17d821bca951fc,5921f0412a17d821bca951fd,5921f1762a17d821bca951ff,5921f2212a17d821bca95200,5921f2592a17d821bca95201,5921f335f315d421c066f644
5921db942a17d821bca951c6,26,26,5,16,28,32,10,8,23,24,17,15,39,16,20,22,31,32,38,34,17,29,17,24,23,24,12,18,29,21,29,23,26,33,26,6,36,30,26,23,11,18,26,9,11,14,23,26,20,5,13,8,18,20,19,22,29,22,12,23,16,33,17,22,16,6,4,19,26,26,18,18,34,36,18,10,10,21,12,29,36,16,34,19,3,7,15,15,18,21,29,24,33,10,18,20,11,17,13,4,10,4,23,30,18,24,11,36,22,22,18,21,33,15,21,27,26,0,7,13,11,14,11,11,16,29,23,19,9,6,27,22,18,16,11,18,16,10,10,28,10,13,21,6,17,34,20,22,24,21,15,20,22,30,22,8,16,35,24,5,16,20,20,20,29,28,26,8,6,16,7,12,17,22,9
5921dbaf2a17d821bca951c7,28,28,8,20,30,35,13,11,24,22,20,16,40,17,22,24,30,34,41,36,17,25,19,26,26,28,15,17,32,23,31,25,28,32,27,9,38,32,28,22,14,20,27,7,13,17,26,29,23,8,15,11,21,22,17,22,31,19,14,25,17,36,18,25,19,7,7,21,28,25,19,18,33,37,19,13,10,24,13,28,38,16,36,22,6,10,19,17,21,18,28,27,36,13,20,22,7,16,16,7,10,7,26,32,21,23,8,37,23,25,21,23,36,18,23,29,27,10,0,14,9,16,9,9,16,31,24,21,6,9,30,25,18,19,9,21,19,13,12,29,12,17,24,7,20,35,22,25,26,23,18,23,25,31,23,10,18,37,26,8,16,22,22,22,33,30,27,9,7,19,7,10,15,24,10
5921dbb754a00b21b809f5b2,22,22,8,16,24,30,10,11,20,18,15,9,34,22,17,18,26,29,38,30,11,29,14,20,26,27,12,14,26,17,24,19,22,27,20,9,32,26,22,19,14,16,20,6,7,13,22,23,20,8,18,11,16,17,16,17,26,22,9,20,13,31,12,23,16,10,7,16,23,20,13,14,29,31,13,13,8,19,8,23,32,11,31,18,6,10,16,12,23,23,23,23,30,8,14,17,12,11,16,7,5,7,21,27,18,19,7,31,17,19,16,17,32,18,17,23,21,8,10,0,7,11,7,7,10,26,18,15,11,9,25,20,12,21,8,23,16,13,9,23,8,14,19,3,15,29,16,22,20,17,15,20,22,25,19,7,13,31,20,8,10,16,16,16,29,25,21,5,3,13,3,8,14,18,6
5921dc022a17d821bca951c8,27,28,14,24,28,36,17,17,26,15,21,15,38,25,23,23,23,35,45,35,12,23,20,25,33,34,19,13,32,23,29,26,28,25,26,15,35,30,26,18,20,23,24,2,14,20,29,29,27,14,22,16,22,23,14,23,33,16,15,26,19,37,16,30,23,14,13,22,29,18,17,20,26,36,17,19,12,25,14,20,36,17,36,25,12,16,23,19,29,22,20,30,36,15,19,22,11,12,22,13,12,13,28,33,25,16,3,35,23,25,23,23,39,24,22,27,26,15,16,16,0,18,6,6,17,32,22,21,10,15,31,27,13,26,4,29,23,19,16,27,15,21,25,9,21,33,22,29,26,24,22,27,29,29,25,14,20,36,25,14,13,22,22,22,36,31,26,11,9,20,9,6,10,24,12
5921dc1cf315d421c066f635,24,25,8,12,27,28,11,12,28,28,14,18,37,22,19,21,35,28,32,33,20,36,17,23,16,17,8,24,27,19,28,23,25,36,28,9,35,29,25,29,15,14,25,15,11,10,21,24,16,9,20,11,15,18,25,26,25,29,12,21,21,30,19,17,10,13,8,17,24,30,20,22,38,35,20,14,16,19,17,33,35,21,31,17,7,10,10,12,13,28,33,18,31,9,16,19,18,21,17,7,15,8,20,25,13,28,17,34,24,20,14,18,26,18,19,26,27,9,11,13,17,0,17,17,20,26,23,16,16,10,24,18,22,12,17,14,10,14,12,26,11,7,17,11,15,32,19,18,21,18,11,15,18,28,27,9,13,33,22,8,19,19,19,19,23,26,28,13,11,13,11,17,23,21,14
5921dc212a17d821bca951c9,27,28,14,24,28,36,17,17,26,15,21,15,38,25,23,23,23,35,45,35,12,23,20,25,33,34,19,13,32,23,29,26,28,25,26,15,35,30,26,18,20,23,24,2,14,20,29,29,27,14,22,16,22,23,14,23,33,16,15,26,19,37,16,30,23,14,13,22,29,18,17,20,26,36,17,19,12,25,14,20,36,17,36,25,12,16,23,19,29,22,20,30,36,15,19,22,11,12,22,13,12,13,28,33,25,16,3,35,23,25,23,23,39,24,22,27,26,15,16,16,6,18,0,6,17,32,22,21,10,15,31,27,13,26,4,29,23,19,16,27,15,21,25,9,21,33,22,29,26,24,22,27,29,29,25,14,20,36,25,14,13,22,22,22,36,31,26,11,9,20,9,6,10,24,12
5921dc312a17d821bca951ca,27,28,14,24,28,36,17,17,26,15,21,15,38,25,23,23,23,35,45,35,12,23,20,25,33,34,19,13,32,23,29,26,28,25,26,15,35,30,26,18,20,23,24,2,14,20,29,29,27,14,22,16,22,23,14,23,33,16,15,26,19,37,16,30,23,14,13,22,29,18,17,20,26,36,17,19,12,25,14,20,36,17,36,25,12,16,23,19,29,22,20,30,36,15,19,22,11,12,22,13,12,13,28,33,25,16,3,35,23,25,23,23,39,24,22,27,26,15,16,16,6,18,6,0,17,32,22,21,10,15,31,27,13,26,4,29,23,19,16,27,15,21,25,9,21,33,22,29,26,24,22,27,29,29,25,14,20,36,25,14,13,22,22,22,36,31,26,11,9,20,9,6,10,24,12
5921dc6d2a17d821bca951cc,18,19,17,21,18,29,18,21,30,11,17,13,27,32,19,15,17,27,39,27,3,33,17,17,32,33,17,20,26,16,18,23,19,18,24,18,25,19,17,25,24,19,13,11,10,17,28,22,25,18,28,20,15,16,21,27,25,27,12,19,22,32,9,28,20,20,17,15,22,12,10,24,20,26,10,23,17,19,17,16,26,20,26,24,15,19,20,13,31,31,16,26,30,14,11,15,21,10,26,16,15,16,22,26,24,10,12,24,20,18,20,16,33,27,13,17,23,17,20,14,13,18,13,13,0,25,11,14,20,19,23,20,12,29,13,32,21,23,18,17,16,20,18,13,17,22,13,27,19,17,20,25,27,19,29,15,15,28,16,17,9,15,15,15,32,24,23,15,13,14,13,13,19,16,15
5921dc772a17d821bca951cd,22,22,8,17,24,30,10,11,20,18,15,10,34,22,17,18,26,29,38,30,11,28,14,20,26,27,12,14,26,18,25,19,22,27,20,9,32,26,22,19,14,16,20,6,7,14,22,23,20,9,18,11,16,17,15,17,27,22,9,20,13,31,12,23,16,10,7,16,23,20,13,14,28,31,13,13,8,19,8,23,32,11,31,18,6,10,16,13,23,23,23,24,30,8,14,17,12,11,17,7,5,7,21,27,19,18,7,31,17,19,17,17,32,18,17,23,21,9,10,9,7,11,7,7,10,0,18,15,11,9,25,20,12,21,7,23,16,13,9,23,8,15,19,3,15,29,16,22,21,18,16,20,22,25,19,7,13,31,20,8,10,16,16,16,30,25,21,5,3,14,3,7,13,18,6
5921dceaf315d421c066f636,13,14,23,22,7,21,22,26,37,20,16,20,17,38,21,10,25,18,32,22,15,44,20,12,30,31,17,29,23,11,7,26,14,25,31,24,14,8,12,34,29,18,6,21,14,16,31,18,25,24,35,26,11,13,31,35,18,37,15,15,30,29,15,27,19,27,22,12,20,21,16,31,28,21,16,28,25,17,25,25,15,28,16,27,21,25,20,11,33,40,25,21,27,17,6,14,30,20,32,22,23,22,19,18,24,19,23,14,25,14,19,12,26,33,4,6,29,22,25,18,23,24,23,23,28,21,0,10,28,24,14,12,22,32,23,35,20,28,23,6,21,20,10,20,16,12,8,27,15,14,21,24,27,8,36,20,15,23,6,23,18,13,13,13,28,20,29,22,20,12,20,23,29,15,23
5921dd099559d121c2723174,13,14,14,12,16,20,14,17,30,21,7,14,26,30,12,9,28,18,28,22,13,39,12,11,22,23,8,24,16,8,16,18,14,29,25,15,23,17,14,29,20,9,14,16,5,7,21,13,16,15,26,17,5,6,25,27,16,32,7,10,22,21,12,18,10,19,14,5,13,23,13,24,31,24,13,20,18,9,18,27,24,21,21,17,12,16,11,3,24,33,27,15,20,8,5,8,22,17,23,13,16,13,11,17,14,21,17,23,19,9,9,7,23,24,8,15,22,13,17,10,17,15,17,17,21,15,12,0,21,15,14,10,18,23,18,25,11,20,15,15,13,11,9,12,7,21,7,18,10,7,11,15,18,17,28,11,5,22,11,14,14,8,8,8,21,15,23,15,13,3,13,17,23,10,15
5921dd0c2a17d821bca951ce,32,32,14,25,34,40,18,17,29,21,25,19,44,22,27,28,30,39,47,40,19,20,24,30,32,33,21,18,36,28,34,29,32,32,30,15,41,35,32,23,20,26,30,7,17,23,31,33,29,14,21,17,26,27,18,26,36,13,19,30,21,41,21,31,25,13,13,26,33,25,22,23,33,41,22,19,14,29,17,27,42,20,41,27,12,16,24,22,27,18,27,32,40,18,24,27,7,18,22,13,14,13,31,37,27,23,8,41,27,29,26,28,41,24,27,33,31,16,16,19,11,21,11,11,20,36,28,26,0,15,35,30,19,24,9,27,25,19,18,33,17,23,29,11,25,39,27,31,31,28,24,29,31,35,27,16,23,41,30,14,18,26,26,26,38,35,31,13,12,24,12,11,15,28,14
5921dd452a17d821bca951cf,28,28,7,18,30,34,12,10,25,25,19,17,41,14,22,24,33,34,39,36,19,28,19,26,24,25,14,19,31,23,31,25,28,34,28,8,38,32,28,24,13,19,27,10,13,16,25,28,22,7,15,10,20,22,20,23,31,21,14,25,18,35,19,24,17,7,6,21,28,28,20,19,36,38,20,12,11,23,14,30,38,18,36,21,5,9,17,17,19,20,30,25,35,12,20,22,10,18,15,6,12,6,25,31,20,26,11,38,24,24,20,23,34,17,23,29,27,9,9,15,12,16,12,12,17,31,25,21,9,0,29,24,20,16,12,18,17,12,12,30,12,15,23,8,19,36,22,24,26,23,17,22,24,32,24,10,18,37,26,7,17,22,22,22,31,30,28,10,8,18,8,13,18,24,11
5921dd6f2a17d821bca951d0,14,15,24,22,9,19,23,27,39,23,17,22,16,40,22,11,28,16,29,23,17,47,21,13,29,30,17,31,23,11,9,27,15,29,33,25,14,8,14,37,30,18,9,23,15,15,31,18,25,25,36,27,11,14,33,36,15,40,16,15,31,29,17,27,18,28,23,13,20,24,19,33,32,23,19,30,27,17,27,28,17,30,12,27,22,26,20,11,33,42,28,19,27,18,7,15,32,23,33,23,25,23,19,16,23,22,25,13,27,14,19,12,24,34,3,8,30,23,26,20,25,25,25,25,30,21,10,10,30,25,0,10,24,32,25,35,20,29,24,8,22,20,8,21,17,11,9,27,15,14,20,24,27,10,37,21,15,24,6,24,20,14,14,14,26,20,31,24,22,11,22,25,31,16,24
5921ddb5f315d421c066f637,15,16,21,17,15,12,20,24,37,26,13,21,23,36,19,11,33,12,23,24,19,46,19,13,22,23,12,31,21,9,15,25,16,33,32,22,20,14,16,36,27,14,15,23,13,10,28,15,20,21,33,24,7,11,33,34,9,39,14,12,29,25,18,22,12,25,20,10,17,28,19,31,36,25,19,26,25,13,25,32,23,28,15,24,19,23,14,6,28,40,32,12,25,15,7,13,30,23,29,20,23,20,15,10,18,26,24,20,26,12,14,10,18,31,6,14,29,20,23,18,24,22,24,24,28,18,14,8,28,22,7,0,25,27,25,30,14,26,22,14,19,14,2,20,13,18,9,22,13,12,15,19,22,16,36,18,12,24,9,21,21,13,13,13,19,17,30,22,20,8,20,25,31,15,22
5921ddf52a17d821bca951d1,14,15,14,16,16,24,14,17,28,16,11,11,26,29,13,10,23,22,34,23,8,35,12,13,27,28,12,20,20,11,16,18,15,24,22,15,23,18,14,25,21,14,12,12,5,11,23,17,20,15,25,17,10,11,22,25,20,29,7,14,20,26,6,22,15,18,14,10,17,18,8,22,26,23,8,20,16,14,16,21,24,19,23,19,12,16,15,8,27,31,21,20,24,9,6,10,20,12,23,13,13,13,16,21,18,16,13,23,16,13,14,11,28,24,10,15,19,14,17,10,13,15,13,13,18,19,10,9,19,15,18,15,0,25,14,28,15,20,14,15,13,15,13,11,11,21,9,22,14,12,15,20,22,17,27,11,10,23,12,14,9,9,9,9,27,19,20,13,11,9,11,14,20,11,13
5921de1bf315d421c066f638,35,36,18,22,38,37,22,22,38,39,25,29,47,29,30,31,46,37,36,44,31,42,28,33,14,15,18,34,38,29,38,34,36,47,39,19,45,39,36,39,25,24,36,25,22,19,33,34,26,19,29,21,25,28,35,36,33,35,23,31,31,40,30,26,19,21,18,27,34,41,31,32,49,46,31,24,25,29,27,44,46,31,40,28,16,20,20,22,16,35,44,24,42,20,27,30,25,31,27,17,25,17,30,34,22,39,26,44,35,30,25,29,31,28,29,37,38,20,21,25,27,26,27,27,31,37,34,27,23,20,33,26,33,0,26,16,20,24,23,37,22,16,26,21,25,42,29,28,32,29,21,24,28,39,37,20,24,44,32,18,30,30,30,30,30,36,39,23,21,23,22,27,32,32,24
5921de3a9559d121c2723175,28,28,12,23,29,37,16,15,26,17,21,15,40,23,23,24,26,35,44,36,14,22,20,26,31,33,19,13,33,24,30,26,28,27,26,13,37,31,27,18,19,23,25,3,14,20,28,30,27,13,20,15,22,23,14,23,33,15,15,27,18,37,17,29,23,12,12,22,29,21,18,20,28,37,18,18,11,26,13,23,37,17,37,24,10,14,22,19,27,19,23,30,37,15,20,23,9,13,21,11,11,11,28,34,25,19,4,36,23,26,23,24,39,22,23,28,27,14,15,16,6,18,6,6,16,32,23,22,8,13,31,27,15,24,0,27,22,18,15,29,15,21,26,8,21,34,22,29,27,24,22,27,29,31,24,13,20,37,26,12,14,22,22,22,36,31,27,10,8,20,9,7,10,24,11
5921de412a17d821bca951d2,37,38,21,24,40,39,25,24,41,41,28,31,50,31,33,34,49,39,38,46,34,44,31,36,15,16,20,36,40,31,41,37,38,50,42,22,47,41,39,41,27,27,39,27,24,22,35,37,28,21,31,24,28,31,37,39,36,37,26,34,33,43,33,28,21,24,20,30,37,43,34,35,52,48,34,26,28,31,30,46,48,33,42,31,19,23,22,24,18,37,46,26,44,23,29,32,27,34,29,20,28,20,33,36,25,42,28,47,37,33,27,31,32,31,32,39,41,22,23,27,29,29,29,29,33,39,36,29,25,22,35,28,36,16,29,0,22,26,26,39,24,19,28,23,28,45,32,30,34,31,23,26,30,41,39,22,26,47,35,21,32,32,32,32,32,39,42,26,24,26,24,30,35,34,26
5921de4ff315d421c066f63a,17,18,10,9,20,23,10,13,27,23,8,13,30,26,13,14,30,22,29,26,15,37,11,16,20,21,5,22,20,12,21,17,18,31,24,11,28,22,18,27,17,8,18,14,5,5,17,17,13,11,22,13,9,11,24,25,19,30,6,14,20,24,13,15,8,15,10,10,17,25,14,21,33,28,14,16,15,12,15,28,28,19,25,13,8,12,8,5,20,30,28,15,24,4,9,12,19,17,19,9,13,9,14,20,11,23,15,27,18,13,9,11,24,20,12,19,22,10,13,9,15,12,15,15,18,20,16,9,18,11,18,13,18,18,16,21,0,16,11,19,9,7,12,10,8,25,12,15,14,12,8,13,15,21,26,7,6,27,15,10,14,12,12,12,21,19,23,12,10,7,10,16,22,14,12
5921de902a17d821bca951d3,20,20,11,17,21,29,12,14,23,15,14,8,32,25,16,16,23,27,37,28,8,30,13,18,28,29,13,15,25,16,22,19,20,24,19,12,29,23,19,20,17,16,17,7,6,14,23,22,21,11,21,14,15,15,16,20,25,23,8,19,16,30,9,24,17,14,10,14,22,18,10,17,26,29,10,16,11,18,11,21,29,14,29,19,9,13,17,12,25,25,21,23,29,9,12,15,15,8,19,10,9,10,20,26,19,16,8,29,16,18,17,16,32,21,15,20,19,11,13,9,8,13,8,8,14,24,15,14,14,12,23,19,10,23,8,26,17,0,12,20,10,16,18,6,14,27,14,23,19,16,16,21,23,23,22,9,13,29,18,11,7,14,14,14,30,24,19,8,6,13,7,8,14,16,9
5921ded12a17d821bca951d5,25,26,6,14,28,30,10,10,27,27,16,17,38,20,20,22,34,30,34,34,20,33,17,24,19,20,9,22,28,20,29,23,26,35,28,7,36,30,26,27,13,16,26,14,11,12,22,25,17,7,18,9,17,19,23,25,27,27,12,22,19,31,19,19,12,10,6,18,25,29,20,21,37,36,20,12,14,20,16,32,36,19,33,18,5,8,12,13,14,25,32,20,32,9,17,20,15,20,15,6,13,6,22,27,15,27,15,35,23,21,16,19,29,16,20,27,27,8,9,13,15,15,15,15,19,28,23,17,14,8,26,20,21,12,15,14,12,12,0,27,10,10,19,9,16,33,20,19,22,20,13,17,19,29,25,8,14,34,23,7,18,20,20,20,26,27,28,11,10,15,10,16,21,22,12
5921e3e29559d121c2723176,12,13,20,17,12,15,20,24,36,24,13,20,21,36,18,9,30,13,26,22,17,45,18,11,25,26,13,29,19,8,12,24,13,30,31,21,18,12,13,34,27,14,12,21,12,11,28,14,21,21,33,23,7,10,31,33,12,38,13,11,29,25,16,23,14,25,20,9,16,25,17,30,33,22,17,26,24,13,24,29,20,27,14,24,19,22,15,7,29,39,29,15,23,14,4,12,29,21,29,20,22,20,15,13,19,23,23,18,25,10,15,8,21,30,3,11,28,20,23,17,23,22,23,23,27,17,11,6,27,22,9,7,23,28,23,31,15,26,21,0,19,15,5,19,13,16,7,23,11,11,16,20,23,13,35,17,11,22,6,21,19,12,12,12,22,16,29,21,19,7,19,23,29,14,21
5921e4ee2a17d821bca951dc,23,24,7,17,25,31,10,10,20,19,16,11,36,20,18,19,27,30,38,32,13,28,15,22,26,27,13,14,28,19,26,21,24,28,22,8,33,27,23,19,13,17,22,6,8,14,23,24,21,8,17,10,17,18,15,17,28,21,10,21,12,32,13,23,17,9,7,17,24,22,15,14,30,33,15,13,6,20,8,24,33,12,32,18,5,9,16,14,22,21,24,24,32,9,15,18,11,12,16,6,6,6,22,28,19,20,7,33,19,21,17,19,33,17,19,24,22,8,9,10,7,12,7,7,11,27,20,17,10,8,26,21,14,20,7,22,16,13,9,25,0,15,20,2,16,31,18,23,22,19,16,21,23,27,18,7,14,32,21,7,11,18,18,18,30,26,23,4,3,15,3,8,13,20,5
5921e4f8f315d421c066f63b,21,22,14,10,24,23,15,18,33,30,13,20,33,29,19,18,37,22,25,31,22,42,18,20,13,14,6,28,24,15,24,24,22,37,31,15,31,25,23,33,21,11,23,20,11,6,23,20,14,15,27,17,11,15,30,31,19,35,13,17,25,27,20,13,4,19,14,14,21,31,21,27,40,32,21,20,21,15,21,35,32,25,26,19,12,16,7,8,17,34,35,11,28,11,13,17,24,23,23,13,19,13,17,20,10,29,21,30,25,17,12,15,19,24,15,23,29,14,17,15,21,18,21,21,25,23,21,13,23,16,18,12,25,17,22,19,7,20,17,23,15,0,12,15,13,28,16,16,18,16,9,11,16,25,31,13,11,31,18,14,21,17,17,17,16,22,30,18,16,10,16,22,28,19,18
5921e5032a17d821bca951dd,15,16,21,16,15,12,20,24,37,27,13,21,23,36,19,12,33,12,23,24,19,46,19,14,22,23,12,31,21,9,16,25,16,33,32,22,21,15,16,36,27,14,15,23,13,10,28,15,20,21,33,23,7,11,33,34,9,39,14,12,29,25,18,21,12,25,20,10,17,28,19,31,36,26,19,26,25,13,25,32,23,28,15,24,19,22,14,6,28,40,32,12,25,14,7,14,30,23,29,20,23,20,15,10,18,26,24,20,26,12,14,10,17,31,6,14,29,20,23,18,24,22,24,24,28,18,14,8,28,22,8,3,25,27,25,29,14,26,22,14,19,14,0,19,13,18,10,22,13,12,15,18,22,16,35,18,12,25,9,21,21,14,14,14,19,17,30,22,20,7,20,25,31,16,22
5921e51a9559d121c2723177,23,24,8,18,26,32,11,11,20,18,16,11,36,21,19,20,26,31,39,32,13,27,15,22,27,28,13,13,28,19,26,21,24,28,22,9,33,27,24,19,14,18,22,5,9,15,23,25,21,8,17,11,17,18,15,18,28,20,10,22,13,32,13,24,17,9,7,17,25,21,15,14,29,33,15,13,6,21,8,24,34,12,32,19,6,10,17,14,23,21,24,25,32,10,16,18,11,12,16,7,6,7,23,29,19,19,6,33,19,21,18,19,34,18,19,25,22,9,10,11,6,13,6,6,11,27,20,17,9,9,26,22,13,21,7,23,17,13,10,25,9,15,21,0,16,31,18,23,22,19,17,21,23,27,19,8,15,33,22,8,11,18,18,18,31,27,23,5,3,15,3,7,13,20,6
5921e5692a17d821bca951de,14,15,18,13,16,15,17,21,34,25,10,18,25,33,16,11,32,15,24,23,17,43,16,13,20,22,9,28,18,8,16,22,15,32,29,19,22,16,15,33,24,11,15,20,10,7,25,13,17,18,30,20,4,9,30,32,12,37,11,10,26,22,16,19,10,22,17,8,15,27,17,28,35,25,17,23,22,10,22,30,24,25,18,21,16,19,11,3,25,37,30,12,22,11,6,11,27,21,26,17,20,17,12,13,15,25,22,22,23,10,11,8,19,28,7,15,27,17,20,15,21,19,21,21,25,16,14,6,25,19,11,5,23,24,22,27,11,23,19,15,16,11,5,17,0,20,8,19,11,9,12,16,19,17,33,15,9,23,10,18,18,11,11,11,18,15,28,19,17,5,17,22,28,13,19
5921e5882a17d821bca951df,16,17,25,25,10,24,25,28,39,18,19,22,16,40,23,13,23,21,35,25,14,45,22,15,34,35,20,30,26,14,11,28,17,23,33,26,14,8,14,35,31,21,5,22,16,19,33,21,28,26,36,28,15,16,32,36,21,38,17,18,31,32,16,30,22,29,24,15,23,19,17,33,26,24,17,31,27,20,26,23,18,30,18,29,23,27,23,14,36,41,23,24,30,19,9,16,31,21,34,24,24,24,23,22,27,17,23,13,27,17,22,15,29,35,7,9,30,24,27,20,23,26,23,23,29,24,7,13,30,26,17,16,23,35,24,38,23,30,25,9,23,23,14,21,19,0,11,30,18,17,23,28,30,11,37,22,18,26,10,25,19,16,16,16,31,23,31,24,22,15,22,24,30,18,24
5921e5df2a17d821bca951e0,11,12,21,19,9,18,21,24,36,22,14,19,19,37,19,8,28,15,28,20,15,44,18,10,27,28,14,29,20,8,10,24,12,28,30,22,16,10,11,34,27,16,9,21,12,13,28,15,22,22,33,24,8,11,31,33,14,37,14,12,29,26,15,24,16,25,20,10,17,23,16,30,31,21,16,27,24,14,24,27,17,27,14,24,19,23,17,8,31,39,27,18,24,15,4,12,29,20,30,20,22,20,16,15,21,21,22,16,24,11,16,9,23,31,1,8,28,20,23,17,22,22,22,22,27,18,8,7,27,22,11,9,22,30,23,32,17,26,22,8,19,17,7,19,14,14,0,25,12,11,18,21,25,11,35,18,12,21,4,21,18,11,11,11,24,17,28,21,19,9,19,23,28,13,21
5921e5ec2a17d821bca951e1,24,25,23,18,25,21,23,26,41,35,18,27,33,38,25,21,42,21,16,34,27,50,25,23,13,15,14,36,28,18,26,31,25,42,38,24,30,24,26,41,29,17,25,28,18,12,31,24,22,23,35,26,15,19,38,39,18,44,20,21,33,31,26,21,11,28,22,18,25,37,27,35,45,35,27,28,29,19,29,41,33,33,23,27,21,25,14,12,25,43,41,9,32,18,16,21,32,30,31,22,27,22,21,19,18,35,29,30,32,20,18,18,11,33,16,24,35,23,25,23,29,26,29,29,32,26,24,16,31,24,17,10,32,24,30,27,15,28,25,24,23,13,11,23,18,28,19,0,21,19,17,19,24,26,39,21,17,34,19,23,28,22,22,22,15,26,36,26,24,14,24,30,36,23,26
